,IMG,Pti,Ptj,XPti,XPtj,XRefPti,XRefPtj,YPti,YPtj,YRefPti,YRefPtj,Distij,DistRefij
205,DSC00856_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1276,1406,1276,1406,1987.2566517689656,1986.2587948200505
206,DSC00856_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1276,1753,1276,1753,2053.1775373795613,2053.1775373795613
207,DSC00856_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1276,2354,1276,2354,1392.8416995480857,1392.8416995480857
208,DSC00856_CLAHE_RGB.JPG,2,0,696,958,696,958,1406,1719,1406,1719,408.1825571971443,408.1825571971443
209,DSC00856_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1276,1406,1276,1987.2566517689656,1986.2587948200505
210,DSC00856_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
211,DSC00856_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2354,1406,2354,3017.76887783011,3016.819517306264
212,DSC00856_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1753,1719,1753,1719,3718.1554566747204,3717.155498496128
213,DSC00856_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1276,1753,1276,2053.1775373795613,2053.1775373795613
214,DSC00856_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
215,DSC00856_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2354,1753,2354,1266.6593859439877,1266.6593859439877
216,DSC00856_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2354,1719,2354,1719,2679.3346188932805,2678.363119519084
217,DSC00856_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2354,1276,2354,1276,1392.8416995480857,1392.8416995480857
218,DSC00856_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2354,1406,2354,1406,3017.76887783011,3016.819517306264
219,DSC00856_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2354,1753,2354,1753,1266.6593859439877,1266.6593859439877
220,DSC00857_CLAHE_RGB.JPG,0,1,958,2679,958,2678,1719,1275,1719,1276,1777.351118940768,1776.1331594224573
221,DSC00857_CLAHE_RGB.JPG,0,2,958,696,958,696,1719,1406,1719,1406,408.1825571971443,408.1825571971443
222,DSC00857_CLAHE_RGB.JPG,0,3,958,4676,958,4675,1719,1753,1719,1753,3718.1554566747204,3717.155498496128
223,DSC00857_CLAHE_RGB.JPG,0,4,958,3561,958,3560,1719,2354,1719,2354,2679.3346188932805,2678.363119519084
224,DSC00857_CLAHE_RGB.JPG,1,0,2679,958,2678,958,1275,1719,1276,1719,1777.351118940768,1776.1331594224573
225,DSC00857_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1406,1276,1406,1987.3223191017605,1986.2587948200505
226,DSC00857_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
227,DSC00857_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2354,1276,2354,1393.6158007140994,1392.8416995480857
228,DSC00857_CLAHE_RGB.JPG,2,0,696,958,696,958,1406,1719,1406,1719,408.1825571971443,408.1825571971443
229,DSC00857_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1275,1406,1276,1987.3223191017605,1986.2587948200505
230,DSC00857_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
231,DSC00857_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2354,1406,2354,3017.76887783011,3016.819517306264
232,DSC00857_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1753,1719,1753,1719,3718.1554566747204,3717.155498496128
233,DSC00857_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
234,DSC00857_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
235,DSC00857_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2354,1753,2354,1266.6593859439877,1266.6593859439877
236,DSC00857_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2354,1719,2354,1719,2679.3346188932805,2678.363119519084
237,DSC00857_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2354,1275,2354,1276,1393.6158007140994,1392.8416995480857
238,DSC00857_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2354,1406,2354,1406,3017.76887783011,3016.819517306264
239,DSC00857_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2354,1753,2354,1753,1266.6593859439877,1266.6593859439877
240,DSC00858_CLAHE_RGB.JPG,0,1,958,2679,958,2678,1719,1275,1719,1276,1777.351118940768,1776.1331594224573
241,DSC00858_CLAHE_RGB.JPG,0,2,958,696,958,696,1719,1406,1719,1406,408.1825571971443,408.1825571971443
242,DSC00858_CLAHE_RGB.JPG,0,3,958,4676,958,4675,1719,1753,1719,1753,3718.1554566747204,3717.155498496128
243,DSC00858_CLAHE_RGB.JPG,0,4,958,3561,958,3560,1719,2354,1719,2354,2679.3346188932805,2678.363119519084
244,DSC00858_CLAHE_RGB.JPG,1,0,2679,958,2678,958,1275,1719,1276,1719,1777.351118940768,1776.1331594224573
245,DSC00858_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1406,1276,1406,1987.3223191017605,1986.2587948200505
246,DSC00858_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
247,DSC00858_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2354,1276,2354,1393.6158007140994,1392.8416995480857
248,DSC00858_CLAHE_RGB.JPG,2,0,696,958,696,958,1406,1719,1406,1719,408.1825571971443,408.1825571971443
249,DSC00858_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1275,1406,1276,1987.3223191017605,1986.2587948200505
250,DSC00858_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
251,DSC00858_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2354,1406,2354,3017.76887783011,3016.819517306264
252,DSC00858_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1753,1719,1753,1719,3718.1554566747204,3717.155498496128
253,DSC00858_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
254,DSC00858_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
255,DSC00858_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2354,1753,2354,1266.6593859439877,1266.6593859439877
256,DSC00858_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2354,1719,2354,1719,2679.3346188932805,2678.363119519084
257,DSC00858_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2354,1275,2354,1276,1393.6158007140994,1392.8416995480857
258,DSC00858_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2354,1406,2354,1406,3017.76887783011,3016.819517306264
259,DSC00858_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2354,1753,2354,1753,1266.6593859439877,1266.6593859439877
260,DSC00859_CLAHE_RGB.JPG,0,1,959,2679,958,2678,1720,1276,1719,1276,1776.3828416194522,1776.1331594224573
261,DSC00859_CLAHE_RGB.JPG,0,2,959,695,958,696,1720,1407,1719,1406,409.4691685585131,408.1825571971443
262,DSC00859_CLAHE_RGB.JPG,0,3,959,4676,958,4675,1720,1753,1719,1753,3717.1464862176203,3717.155498496128
263,DSC00859_CLAHE_RGB.JPG,0,4,959,3561,958,3560,1720,2354,1719,2354,2678.126210618163,2678.363119519084
264,DSC00859_CLAHE_RGB.JPG,1,0,2679,959,2678,958,1276,1720,1276,1719,1776.3828416194522,1776.1331594224573
265,DSC00859_CLAHE_RGB.JPG,1,2,2679,695,2678,696,1276,1407,1276,1406,1988.3201452482444,1986.2587948200505
266,DSC00859_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1276,1753,1276,1753,2053.1775373795613,2053.1775373795613
267,DSC00859_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1276,2354,1276,2354,1392.8416995480857,1392.8416995480857
268,DSC00859_CLAHE_RGB.JPG,2,0,695,959,696,958,1407,1720,1406,1719,409.4691685585131,408.1825571971443
269,DSC00859_CLAHE_RGB.JPG,2,1,695,2679,696,2678,1407,1276,1406,1276,1988.3201452482444,1986.2587948200505
270,DSC00859_CLAHE_RGB.JPG,2,3,695,4676,696,4675,1407,1753,1406,1753,3996.0076326253434,3994.1019015543407
271,DSC00859_CLAHE_RGB.JPG,2,4,695,3561,696,3560,1407,2354,1406,2354,3018.404379800692,3016.819517306264
272,DSC00859_CLAHE_RGB.JPG,3,0,4676,959,4675,958,1753,1720,1753,1719,3717.1464862176203,3717.155498496128
273,DSC00859_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1276,1753,1276,2053.1775373795613,2053.1775373795613
274,DSC00859_CLAHE_RGB.JPG,3,2,4676,695,4675,696,1753,1407,1753,1406,3996.0076326253434,3994.1019015543407
275,DSC00859_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2354,1753,2354,1266.6593859439877,1266.6593859439877
276,DSC00859_CLAHE_RGB.JPG,4,0,3561,959,3560,958,2354,1720,2354,1719,2678.126210618163,2678.363119519084
277,DSC00859_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2354,1276,2354,1276,1392.8416995480857,1392.8416995480857
278,DSC00859_CLAHE_RGB.JPG,4,2,3561,695,3560,696,2354,1407,2354,1406,3018.404379800692,3016.819517306264
279,DSC00859_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2354,1753,2354,1753,1266.6593859439877,1266.6593859439877
280,DSC00860_CLAHE_RGB.JPG,0,1,958,2679,958,2678,1719,1275,1719,1276,1777.351118940768,1776.1331594224573
281,DSC00860_CLAHE_RGB.JPG,0,2,958,696,958,696,1719,1406,1719,1406,408.1825571971443,408.1825571971443
282,DSC00860_CLAHE_RGB.JPG,0,3,958,4676,958,4675,1719,1753,1719,1753,3718.1554566747204,3717.155498496128
283,DSC00860_CLAHE_RGB.JPG,0,4,958,3561,958,3560,1719,2353,1719,2354,2679.0977959007023,2678.363119519084
284,DSC00860_CLAHE_RGB.JPG,1,0,2679,958,2678,958,1275,1719,1276,1719,1777.351118940768,1776.1331594224573
285,DSC00860_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1406,1276,1406,1987.3223191017605,1986.2587948200505
286,DSC00860_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
287,DSC00860_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
288,DSC00860_CLAHE_RGB.JPG,2,0,696,958,696,958,1406,1719,1406,1719,408.1825571971443,408.1825571971443
289,DSC00860_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1275,1406,1276,1987.3223191017605,1986.2587948200505
290,DSC00860_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
291,DSC00860_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2353,1406,2354,3017.4548878152264,3016.819517306264
292,DSC00860_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1753,1719,1753,1719,3718.1554566747204,3717.155498496128
293,DSC00860_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
294,DSC00860_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
295,DSC00860_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
296,DSC00860_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2353,1719,2354,1719,2679.0977959007023,2678.363119519084
297,DSC00860_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2353,1275,2354,1276,1392.8416995480857,1392.8416995480857
298,DSC00860_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2353,1406,2354,1406,3017.4548878152264,3016.819517306264
299,DSC00860_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1753,2354,1753,1266.1852155194358,1266.6593859439877
300,DSC00861_CLAHE_RGB.JPG,0,1,958,2679,958,2678,1719,1275,1719,1276,1777.351118940768,1776.1331594224573
301,DSC00861_CLAHE_RGB.JPG,0,2,958,696,958,696,1719,1406,1719,1406,408.1825571971443,408.1825571971443
302,DSC00861_CLAHE_RGB.JPG,0,3,958,4676,958,4675,1719,1753,1719,1753,3718.1554566747204,3717.155498496128
303,DSC00861_CLAHE_RGB.JPG,0,4,958,3561,958,3560,1719,2353,1719,2354,2679.0977959007023,2678.363119519084
304,DSC00861_CLAHE_RGB.JPG,1,0,2679,958,2678,958,1275,1719,1276,1719,1777.351118940768,1776.1331594224573
305,DSC00861_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1406,1276,1406,1987.3223191017605,1986.2587948200505
306,DSC00861_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
307,DSC00861_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
308,DSC00861_CLAHE_RGB.JPG,2,0,696,958,696,958,1406,1719,1406,1719,408.1825571971443,408.1825571971443
309,DSC00861_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1275,1406,1276,1987.3223191017605,1986.2587948200505
310,DSC00861_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
311,DSC00861_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2353,1406,2354,3017.4548878152264,3016.819517306264
312,DSC00861_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1753,1719,1753,1719,3718.1554566747204,3717.155498496128
313,DSC00861_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
314,DSC00861_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
315,DSC00861_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
316,DSC00861_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2353,1719,2354,1719,2679.0977959007023,2678.363119519084
317,DSC00861_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2353,1275,2354,1276,1392.8416995480857,1392.8416995480857
318,DSC00861_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2353,1406,2354,1406,3017.4548878152264,3016.819517306264
319,DSC00861_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1753,2354,1753,1266.1852155194358,1266.6593859439877
320,DSC00862_CLAHE_RGB.JPG,0,1,959,1036,958,2678,1719,1310,1719,1276,416.18505499356894,1776.1331594224573
321,DSC00862_CLAHE_RGB.JPG,0,2,959,695,958,696,1719,1406,1719,1406,409.4691685585131,408.1825571971443
322,DSC00862_CLAHE_RGB.JPG,0,3,959,4676,958,4675,1719,1753,1719,1753,3717.155498496128,3717.155498496128
323,DSC00862_CLAHE_RGB.JPG,0,4,959,3561,958,3560,1719,2353,1719,2354,2678.126210618163,2678.363119519084
324,DSC00862_CLAHE_RGB.JPG,1,0,1036,959,2678,958,1310,1719,1276,1719,416.18505499356894,1776.1331594224573
325,DSC00862_CLAHE_RGB.JPG,1,2,1036,695,2678,696,1310,1406,1276,1406,354.25555747228583,1986.2587948200505
326,DSC00862_CLAHE_RGB.JPG,1,3,1036,4676,2678,4675,1310,1753,1276,1753,3666.858191967614,2053.1775373795613
327,DSC00862_CLAHE_RGB.JPG,1,4,1036,3561,2678,3560,1310,2353,1276,2354,2731.9359436121485,1392.8416995480857
328,DSC00862_CLAHE_RGB.JPG,2,0,695,959,696,958,1406,1719,1406,1719,409.4691685585131,408.1825571971443
329,DSC00862_CLAHE_RGB.JPG,2,1,695,1036,696,2678,1406,1310,1406,1276,354.25555747228583,1986.2587948200505
330,DSC00862_CLAHE_RGB.JPG,2,3,695,4676,696,4675,1406,1753,1406,1753,3996.09434323065,3994.1019015543407
331,DSC00862_CLAHE_RGB.JPG,2,4,695,3561,696,3560,1406,2353,1406,2354,3018.404379800692,3016.819517306264
332,DSC00862_CLAHE_RGB.JPG,3,0,4676,959,4675,958,1753,1719,1753,1719,3717.155498496128,3717.155498496128
333,DSC00862_CLAHE_RGB.JPG,3,1,4676,1036,4675,2678,1753,1310,1753,1276,3666.858191967614,2053.1775373795613
334,DSC00862_CLAHE_RGB.JPG,3,2,4676,695,4675,696,1753,1406,1753,1406,3996.09434323065,3994.1019015543407
335,DSC00862_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
336,DSC00862_CLAHE_RGB.JPG,4,0,3561,959,3560,958,2353,1719,2354,1719,2678.126210618163,2678.363119519084
337,DSC00862_CLAHE_RGB.JPG,4,1,3561,1036,3560,2678,2353,1310,2354,1276,2731.9359436121485,1392.8416995480857
338,DSC00862_CLAHE_RGB.JPG,4,2,3561,695,3560,696,2353,1406,2354,1406,3018.404379800692,3016.819517306264
339,DSC00862_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1753,2354,1753,1266.1852155194358,1266.6593859439877
340,DSC00863_CLAHE_RGB.JPG,0,1,959,2679,958,2678,1719,1275,1719,1276,1776.3828416194522,1776.1331594224573
341,DSC00863_CLAHE_RGB.JPG,0,2,959,696,958,696,1719,1405,1719,1406,409.59125967237145,408.1825571971443
342,DSC00863_CLAHE_RGB.JPG,0,3,959,4676,958,4675,1719,1753,1719,1753,3717.155498496128,3717.155498496128
343,DSC00863_CLAHE_RGB.JPG,0,4,959,3561,958,3560,1719,2353,1719,2354,2678.126210618163,2678.363119519084
344,DSC00863_CLAHE_RGB.JPG,1,0,2679,959,2678,958,1275,1719,1276,1719,1776.3828416194522,1776.1331594224573
345,DSC00863_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1405,1276,1406,1987.2566517689656,1986.2587948200505
346,DSC00863_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
347,DSC00863_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
348,DSC00863_CLAHE_RGB.JPG,2,0,696,959,696,958,1405,1719,1406,1719,409.59125967237145,408.1825571971443
349,DSC00863_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1405,1275,1406,1276,1987.2566517689656,1986.2587948200505
350,DSC00863_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1405,1753,1406,1753,3995.18510209477,3994.1019015543407
351,DSC00863_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1405,2353,1406,2354,3017.76887783011,3016.819517306264
352,DSC00863_CLAHE_RGB.JPG,3,0,4676,959,4675,958,1753,1719,1753,1719,3717.155498496128,3717.155498496128
353,DSC00863_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
354,DSC00863_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1405,1753,1406,3995.18510209477,3994.1019015543407
355,DSC00863_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
356,DSC00863_CLAHE_RGB.JPG,4,0,3561,959,3560,958,2353,1719,2354,1719,2678.126210618163,2678.363119519084
357,DSC00863_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2353,1275,2354,1276,1392.8416995480857,1392.8416995480857
358,DSC00863_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2353,1405,2354,1406,3017.76887783011,3016.819517306264
359,DSC00863_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1753,2354,1753,1266.1852155194358,1266.6593859439877
360,DSC00864_CLAHE_RGB.JPG,0,1,959,2679,958,2678,1719,1275,1719,1276,1776.3828416194522,1776.1331594224573
361,DSC00864_CLAHE_RGB.JPG,0,2,959,696,958,696,1719,1405,1719,1406,409.59125967237145,408.1825571971443
362,DSC00864_CLAHE_RGB.JPG,0,3,959,4676,958,4675,1719,1753,1719,1753,3717.155498496128,3717.155498496128
363,DSC00864_CLAHE_RGB.JPG,0,4,959,3561,958,3560,1719,2353,1719,2354,2678.126210618163,2678.363119519084
364,DSC00864_CLAHE_RGB.JPG,1,0,2679,959,2678,958,1275,1719,1276,1719,1776.3828416194522,1776.1331594224573
365,DSC00864_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1405,1276,1406,1987.2566517689656,1986.2587948200505
366,DSC00864_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
367,DSC00864_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
368,DSC00864_CLAHE_RGB.JPG,2,0,696,959,696,958,1405,1719,1406,1719,409.59125967237145,408.1825571971443
369,DSC00864_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1405,1275,1406,1276,1987.2566517689656,1986.2587948200505
370,DSC00864_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1405,1753,1406,1753,3995.18510209477,3994.1019015543407
371,DSC00864_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1405,2353,1406,2354,3017.76887783011,3016.819517306264
372,DSC00864_CLAHE_RGB.JPG,3,0,4676,959,4675,958,1753,1719,1753,1719,3717.155498496128,3717.155498496128
373,DSC00864_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
374,DSC00864_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1405,1753,1406,3995.18510209477,3994.1019015543407
375,DSC00864_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
376,DSC00864_CLAHE_RGB.JPG,4,0,3561,959,3560,958,2353,1719,2354,1719,2678.126210618163,2678.363119519084
377,DSC00864_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2353,1275,2354,1276,1392.8416995480857,1392.8416995480857
378,DSC00864_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2353,1405,2354,1406,3017.76887783011,3016.819517306264
379,DSC00864_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1753,2354,1753,1266.1852155194358,1266.6593859439877
380,DSC00865_CLAHE_RGB.JPG,0,1,958,2679,958,2678,1719,1275,1719,1276,1777.351118940768,1776.1331594224573
381,DSC00865_CLAHE_RGB.JPG,0,2,958,696,958,696,1719,1405,1719,1406,408.9498746790369,408.1825571971443
382,DSC00865_CLAHE_RGB.JPG,0,3,958,4676,958,4675,1719,1752,1719,1753,3718.1464468199742,3717.155498496128
383,DSC00865_CLAHE_RGB.JPG,0,4,958,3561,958,3560,1719,2353,1719,2354,2679.0977959007023,2678.363119519084
384,DSC00865_CLAHE_RGB.JPG,1,0,2679,958,2678,958,1275,1719,1276,1719,1777.351118940768,1776.1331594224573
385,DSC00865_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1405,1276,1406,1987.2566517689656,1986.2587948200505
386,DSC00865_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1752,1276,1753,2053.1775373795613,2053.1775373795613
387,DSC00865_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
388,DSC00865_CLAHE_RGB.JPG,2,0,696,958,696,958,1405,1719,1406,1719,408.9498746790369,408.1825571971443
389,DSC00865_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1405,1275,1406,1276,1987.2566517689656,1986.2587948200505
390,DSC00865_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1405,1752,1406,1753,3995.098121448333,3994.1019015543407
391,DSC00865_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1405,2353,1406,2354,3017.76887783011,3016.819517306264
392,DSC00865_CLAHE_RGB.JPG,3,0,4676,958,4675,958,1752,1719,1753,1719,3718.1464468199742,3717.155498496128
393,DSC00865_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1752,1275,1753,1276,2053.1775373795613,2053.1775373795613
394,DSC00865_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1752,1405,1753,1406,3995.098121448333,3994.1019015543407
395,DSC00865_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1752,2353,1753,2354,1266.6593859439877,1266.6593859439877
396,DSC00865_CLAHE_RGB.JPG,4,0,3561,958,3560,958,2353,1719,2354,1719,2679.0977959007023,2678.363119519084
397,DSC00865_CLAHE_RGB.JPG,4,1,3561,2679,3560,2678,2353,1275,2354,1276,1392.8416995480857,1392.8416995480857
398,DSC00865_CLAHE_RGB.JPG,4,2,3561,696,3560,696,2353,1405,2354,1406,3017.76887783011,3016.819517306264
399,DSC00865_CLAHE_RGB.JPG,4,3,3561,4676,3560,4675,2353,1752,2354,1753,1266.6593859439877,1266.6593859439877
400,DSC00866_CLAHE_RGB.JPG,0,1,959,2679,958,2678,1719,1275,1719,1276,1776.3828416194522,1776.1331594224573
401,DSC00866_CLAHE_RGB.JPG,0,2,959,696,958,696,1719,1406,1719,1406,408.8251459976502,408.1825571971443
402,DSC00866_CLAHE_RGB.JPG,0,3,959,4676,958,4675,1719,1753,1719,1753,3717.155498496128,3717.155498496128
403,DSC00866_CLAHE_RGB.JPG,0,4,959,3561,958,3560,1719,2353,1719,2354,2678.126210618163,2678.363119519084
404,DSC00866_CLAHE_RGB.JPG,1,0,2679,959,2678,958,1275,1719,1276,1719,1776.3828416194522,1776.1331594224573
405,DSC00866_CLAHE_RGB.JPG,1,2,2679,696,2678,696,1275,1406,1276,1406,1987.3223191017605,1986.2587948200505
406,DSC00866_CLAHE_RGB.JPG,1,3,2679,4676,2678,4675,1275,1753,1276,1753,2053.4100905566816,2053.1775373795613
407,DSC00866_CLAHE_RGB.JPG,1,4,2679,3561,2678,3560,1275,2353,1276,2354,1392.8416995480857,1392.8416995480857
408,DSC00866_CLAHE_RGB.JPG,2,0,696,959,696,958,1406,1719,1406,1719,408.8251459976502,408.1825571971443
409,DSC00866_CLAHE_RGB.JPG,2,1,696,2679,696,2678,1406,1275,1406,1276,1987.3223191017605,1986.2587948200505
410,DSC00866_CLAHE_RGB.JPG,2,3,696,4676,696,4675,1406,1753,1406,1753,3995.098121448333,3994.1019015543407
411,DSC00866_CLAHE_RGB.JPG,2,4,696,3561,696,3560,1406,2353,1406,2354,3017.4548878152264,3016.819517306264
412,DSC00866_CLAHE_RGB.JPG,3,0,4676,959,4675,958,1753,1719,1753,1719,3717.155498496128,3717.155498496128
413,DSC00866_CLAHE_RGB.JPG,3,1,4676,2679,4675,2678,1753,1275,1753,1276,2053.4100905566816,2053.1775373795613
414,DSC00866_CLAHE_RGB.JPG,3,2,4676,696,4675,696,1753,1406,1753,1406,3995.098121448333,3994.1019015543407
415,DSC00866_CLAHE_RGB.JPG,3,4,4676,3561,4675,3560,1753,2353,1753,2354,1266.1852155194358,1266.6593859439877
416,DSC00866_CLAHE_RGB.JPG,4,0,3561,959,3560,958,2353,1719,2354,1719,2678.126210618163,2678.363119519084
